city,venue,dates,gender,match_type,result,team1,team2,outcome.winner,outcome.runs,outcome.wickets,outcome.method,toss.winner,toss.decision,player_of_match,
1026,Guyana,Providence Stadium,7/14/2013,male,ODI,,West Indies,Pakistan,Pakistan,126,0,,West Indies,field,Shahid Afridi
1027,Guyana,Providence Stadium,7/16/2013,male,ODI,,West Indies,Pakistan,West Indies,37,0,,Pakistan,field,SP Narine
1028,St Lucia,"Beausejour Stadium, Gros Islet",7/19/2013,male,ODI,,West Indies,Pakistan,No Result,0,0,,West Indies,field,Misbah-ul-Haq
1029,St Lucia,"Beausejour Stadium, Gros Islet",7/21/2013,male,ODI,,West Indies,Pakistan,Pakistan,0,6,,Pakistan,field,MN Samuels
1030,St Lucia,"Beausejour Stadium, Gros Islet",7/24/2013,male,ODI,,West Indies,Pakistan,Pakistan,0,4,,Pakistan,field,Misbah-ul-Haq
1031,Pune,Maharashtra Cricket Association Stadium,10/13/2013,male,ODI,,India,Australia,Australia,72,0,,Australia,bat,GJ Bailey
1032,Jaipur,Sawai Mansingh Stadium,10/16/2013,male,ODI,,India,Australia,India,0,9,,Australia,bat,RG Sharma
1033,Chandigarh,"Punjab Cricket Association Stadium, Mohali",10/19/2013,male,ODI,,India,Australia,Australia,0,4,,Australia,field,JP Faulkner
1034,Ranchi,JSCA International Stadium Complex,10/23/2013,male,ODI,,India,Australia,No Result,0,0,,India,field,
1035,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",10/30/2013,male,ODI,,India,Australia,India,0,6,,India,field,V Kohli
1036,Bangalore,M Chinnaswamy Stadium,11/2/2013,male,ODI,,India,Australia,India,57,0,,Australia,field,RG Sharma
1037,Johannesburg,New Wanderers Stadium,12/5/2013,male,ODI,,South Africa,India,South Africa,141,0,,India,field,Q de Kock
1038,Durban,Kingsmead,12/8/2013,male,ODI,,South Africa,India,South Africa,134,0,,India,field,Q de Kock
1039,Centurion,SuperSport Park,12/11/2013,male,ODI,,South Africa,India,No Result,0,0,,South Africa,bat,
1040,,Sharjah Cricket Stadium,10/30/2013,male,ODI,,Pakistan,South Africa,South Africa,1,0,,South Africa,bat,WD Parnell
1041,,Dubai International Cricket Stadium,11/1/2013,male,ODI,,Pakistan,South Africa,Pakistan,66,0,,Pakistan,bat,Shahid Afridi
1042,Abu Dhabi,Sheikh Zayed Stadium,11/6/2013,male,ODI,,Pakistan,South Africa,South Africa,68,0,,South Africa,bat,F du Plessis
1043,Abu Dhabi,Sheikh Zayed Stadium,11/8/2013,male,ODI,,Pakistan,South Africa,South Africa,28,0,,South Africa,bat,DW Steyn
1044,,Sharjah Cricket Stadium,11/11/2013,male,ODI,,Pakistan,South Africa,South Africa,117,0,,South Africa,bat,AB de Villiers
1045,Christchurch,Hagley Oval,2/14/2015,male,ODI,,New Zealand,Sri Lanka,New Zealand,98,0,,Sri Lanka,field,CJ Anderson
1046,,Melbourne Cricket Ground,2/14/2015,male,ODI,,Australia,England,Australia,111,0,,England,field,AJ Finch
1047,Hamilton,Seddon Park,2/15/2015,male,ODI,,South Africa,Zimbabwe,South Africa,62,0,,Zimbabwe,field,DA Miller
1048,,Adelaide Oval,2/15/2015,male,ODI,,India,Pakistan,India,76,0,,India,bat,V Kohli
1049,Nelson,Saxton Oval,2/16/2015,male,ODI,,Ireland,West Indies,Ireland,0,4,,Ireland,field,PR Stirling
1050,Dunedin,University Oval,2/17/2015,male,ODI,,New Zealand,Scotland,New Zealand,0,3,,New Zealand,field,TA Boult
1051,Canberra,Manuka Oval,2/18/2015,male,ODI,,Afghanistan,Bangladesh,Bangladesh,105,0,,Bangladesh,bat,Mushfiqur Rahim
1052,Nelson,Saxton Oval,2/19/2015,male,ODI,,United Arab Emirates,Zimbabwe,Zimbabwe,0,4,,Zimbabwe,field,SC Williams
1053,Wellington,Westpac Stadium,2/20/2015,male,ODI,,New Zealand,England,New Zealand,0,8,,England,bat,TG Southee
1054,Christchurch,Hagley Oval,2/21/2015,male,ODI,,Pakistan,West Indies,West Indies,150,0,,Pakistan,field,AD Russell
1055,Dunedin,University Oval,2/22/2015,male,ODI,,Afghanistan,Sri Lanka,Sri Lanka,0,4,,Sri Lanka,field,DPMD Jayawardene
1056,,Melbourne Cricket Ground,2/22/2015,male,ODI,,India,South Africa,India,130,0,,India,bat,S Dhawan
1057,Christchurch,Hagley Oval,2/23/2015,male,ODI,,England,Scotland,England,119,0,,Scotland,field,MM Ali
1058,Canberra,Manuka Oval,2/24/2015,male,ODI,,West Indies,Zimbabwe,West Indies,73,0,,West Indies,bat,CH Gayle
1059,Brisbane,"Brisbane Cricket Ground, Woolloongabba",2/25/2015,male,ODI,,Ireland,United Arab Emirates,Ireland,0,2,,Ireland,field,GC Wilson
1060,Dunedin,University Oval,2/26/2015,male,ODI,,Afghanistan,Scotland,Afghanistan,0,1,,Afghanistan,field,Samiullah Shenwari
1061,,Melbourne Cricket Ground,2/26/2015,male,ODI,,Bangladesh,Sri Lanka,Sri Lanka,92,0,,Sri Lanka,bat,TM Dilshan
1062,,Sydney Cricket Ground,2/27/2015,male,ODI,,South Africa,West Indies,South Africa,257,0,,South Africa,bat,AB de Villiers
1063,Auckland,Eden Park,2/28/2015,male,ODI,,New Zealand,Australia,New Zealand,0,1,,Australia,bat,TA Boult
1064,Perth,Western Australia Cricket Association Ground,2/28/2015,male,ODI,,India,United Arab Emirates,India,0,9,,United Arab Emirates,bat,R Ashwin
1065,Wellington,Westpac Stadium,3/1/2015,male,ODI,,England,Sri Lanka,Sri Lanka,0,9,,England,bat,KC Sangakkara
1066,Brisbane,"Brisbane Cricket Ground, Woolloongabba",3/1/2015,male,ODI,,Pakistan,Zimbabwe,Pakistan,20,0,,Pakistan,bat,Wahab Riaz
1067,Canberra,Manuka Oval,3/3/2015,male,ODI,,Ireland,South Africa,South Africa,201,0,,South Africa,bat,HM Amla
1068,Napier,McLean Park,3/4/2015,male,ODI,,Pakistan,United Arab Emirates,Pakistan,129,0,,United Arab Emirates,field,Ahmed Shehzad
1069,Perth,Western Australia Cricket Association Ground,3/4/2015,male,ODI,,Australia,Afghanistan,Australia,275,0,,Afghanistan,field,DA Warner
1070,Nelson,Saxton Oval,3/5/2015,male,ODI,,Bangladesh,Scotland,Bangladesh,0,6,,Bangladesh,field,KJ Coetzer
1071,Perth,Western Australia Cricket Association Ground,3/6/2015,male,ODI,,India,West Indies,India,0,4,,West Indies,bat,Mohammed Shami
1072,Auckland,Eden Park,3/7/2015,male,ODI,,Pakistan,South Africa,Pakistan,29,0,,South Africa,field,Sarfraz Ahmed
1073,Hobart,Bellerive Oval,3/7/2015,male,ODI,,Ireland,Zimbabwe,Ireland,5,0,,Zimbabwe,field,EC Joyce
1074,Napier,McLean Park,3/8/2015,male,ODI,,New Zealand,Afghanistan,New Zealand,0,6,,Afghanistan,bat,DL Vettori
1075,,Sydney Cricket Ground,3/8/2015,male,ODI,,Australia,Sri Lanka,Australia,64,0,,Australia,bat,GJ Maxwell
1076,,Adelaide Oval,3/9/2015,male,ODI,,Bangladesh,England,Bangladesh,15,0,,England,field,Mahmudullah
1077,Hamilton,Seddon Park,3/10/2015,male,ODI,,India,Ireland,India,0,8,,Ireland,bat,S Dhawan
1078,Hobart,Bellerive Oval,3/11/2015,male,ODI,,Scotland,Sri Lanka,Sri Lanka,148,0,,Sri Lanka,bat,KC Sangakkara
1079,Wellington,Westpac Stadium,3/12/2015,male,ODI,,South Africa,United Arab Emirates,South Africa,146,0,,United Arab Emirates,field,AB de Villiers
1080,Hamilton,Seddon Park,3/13/2015,male,ODI,,New Zealand,Bangladesh,New Zealand,0,3,,New Zealand,field,MJ Guptill
1081,,Sydney Cricket Ground,3/13/2015,male,ODI,,Afghanistan,England,England,0,9,,England,field,CJ Jordan
1082,Auckland,Eden Park,3/14/2015,male,ODI,,India,Zimbabwe,India,0,6,,India,field,SK Raina
1083,Hobart,Bellerive Oval,3/14/2015,male,ODI,,Australia,Scotland,Australia,0,7,,Australia,field,MA Starc
1084,Napier,McLean Park,3/15/2015,male,ODI,,United Arab Emirates,West Indies,West Indies,0,6,,West Indies,field,JO Holder
1085,,Adelaide Oval,3/15/2015,male,ODI,,Ireland,Pakistan,Pakistan,0,7,,Ireland,bat,Sarfraz Ahmed
1086,,Sydney Cricket Ground,3/18/2015,male,ODI,,South Africa,Sri Lanka,South Africa,0,9,,Sri Lanka,bat,Imran Tahir
1087,,Melbourne Cricket Ground,3/19/2015,male,ODI,,Bangladesh,India,India,109,0,,India,bat,RG Sharma
1088,,Adelaide Oval,3/20/2015,male,ODI,,Australia,Pakistan,Australia,0,6,,Pakistan,bat,JR Hazlewood
1089,Wellington,Westpac Stadium,3/21/2015,male,ODI,,New Zealand,West Indies,New Zealand,143,0,,New Zealand,bat,MJ Guptill
1090,Auckland,Eden Park,3/24/2015,male,ODI,,New Zealand,South Africa,New Zealand,0,4,,South Africa,bat,GD Elliott
1091,,Sydney Cricket Ground,3/26/2015,male,ODI,,Australia,India,Australia,95,0,,Australia,bat,SPD Smith
1092,,Melbourne Cricket Ground,3/29/2015,male,ODI,,Australia,New Zealand,Australia,0,7,,New Zealand,bat,JP Faulkner
1093,,Sharjah Cricket Stadium,12/18/2013,male,ODI,,Pakistan,Sri Lanka,Pakistan,11,0,,Pakistan,bat,Mohammad Hafeez
1094,,Dubai International Cricket Stadium,12/20/2013,male,ODI,,Pakistan,Sri Lanka,Sri Lanka,0,2,,Sri Lanka,field,AD Mathews
1095,,Sharjah Cricket Stadium,12/22/2013,male,ODI,,Pakistan,Sri Lanka,Pakistan,113,0,,Sri Lanka,field,Mohammad Hafeez
1096,Abu Dhabi,Sheikh Zayed Stadium,12/25/2013,male,ODI,,Pakistan,Sri Lanka,Pakistan,0,8,,Sri Lanka,bat,Mohammad Hafeez
1097,Abu Dhabi,Sheikh Zayed Stadium,12/27/2013,male,ODI,,Pakistan,Sri Lanka,Sri Lanka,0,2,,Pakistan,bat,LD Chandimal
1098,,Harare Sports Club,8/27/2013,male,ODI,,Zimbabwe,Pakistan,Zimbabwe,0,7,,Pakistan,bat,H Masakadza
1099,,Harare Sports Club,8/29/2013,male,ODI,,Zimbabwe,Pakistan,Pakistan,90,0,,Zimbabwe,field,Mohammad Hafeez
1100,,Harare Sports Club,8/31/2013,male,ODI,,Zimbabwe,Pakistan,Pakistan,108,0,,Zimbabwe,field,Misbah-ul-Haq
1101,King City,Maple Leaf North-West Ground,8/27/2013,male,ODI,,Canada,Netherlands,No Result,0,0,,Canada,field,
1102,King City,Maple Leaf North-West Ground,8/29/2013,male,ODI,,Canada,Netherlands,Netherlands,0,9,,Netherlands,field,T van der Gugten
1103,Belfast,"Civil Service Cricket Club, Stormont",9/6/2013,male,ODI,,Ireland,Scotland,Ireland,0,1,,Scotland,bat,
1104,Auckland,Eden Park,12/26/2013,male,ODI,,New Zealand,West Indies,West Indies,0,2,,West Indies,field,DJG Sammy
1105,,Queenstown Events Centre,1/1/2014,male,ODI,,New Zealand,West Indies,New Zealand,159,0,,West Indies,field,CJ Anderson
1106,Nelson,Saxton Oval,1/4/2014,male,ODI,,New Zealand,West Indies,New Zealand,58,0,,New Zealand,bat,MJ Guptill
1107,Hamilton,Seddon Park,1/8/2014,male,ODI,,New Zealand,West Indies,West Indies,203,0,,New Zealand,field,DJ Bravo
1108,Napier,McLean Park,1/19/2014,male,ODI,,New Zealand,India,New Zealand,24,0,,India,field,CJ Anderson
1109,Hamilton,Seddon Park,1/22/2014,male,ODI,,New Zealand,India,New Zealand,15,0,,India,field,KS Williamson
1110,Auckland,Eden Park,1/25/2014,male,ODI,,New Zealand,India,No Result,0,0,,India,field,RA Jadeja
1111,Hamilton,Seddon Park,1/28/2014,male,ODI,,New Zealand,India,New Zealand,0,7,,India,bat,LRPL Taylor
1112,Wellington,Westpac Stadium,1/31/2014,male,ODI,,New Zealand,India,New Zealand,87,0,,India,field,LRPL Taylor
1113,Cardiff,Sophia Gardens,8/27/2014,male,ODI,,England,India,India,133,0,,England,field,SK Raina
1114,Nottingham,Trent Bridge,8/30/2014,male,ODI,,England,India,India,0,6,,India,field,R Ashwin
1115,Birmingham,Edgbaston,9/2/2014,male,ODI,,England,India,India,0,9,,India,field,AM Rahane
1116,Leeds,Headingley,9/5/2014,male,ODI,,England,India,England,41,0,,India,field,JE Root
1117,London,Kennington Oval,5/22/2014,male,ODI,,England,Sri Lanka,England,81,0,,Sri Lanka,field,CJ Jordan
1118,Chester-le-Street,Riverside Ground,5/25/2014,male,ODI,,England,Sri Lanka,Sri Lanka,157,0,,England,field,TM Dilshan
1119,Manchester,Old Trafford,5/28/2014,male,ODI,,England,Sri Lanka,England,0,10,,England,field,CJ Jordan
1120,London,Lord's,5/31/2014,male,ODI,,England,Sri Lanka,Sri Lanka,7,0,,England,field,JC Buttler
1121,Birmingham,Edgbaston,6/3/2014,male,ODI,,England,Sri Lanka,Sri Lanka,0,6,,England,bat,HDRL Thirimanne
1122,Mirpur,Shere Bangla National Stadium,10/29/2013,male,ODI,,Bangladesh,New Zealand,Bangladesh,43,0,,New Zealand,field,Rubel Hossain
1123,Mirpur,Shere Bangla National Stadium,10/31/2013,male,ODI,,Bangladesh,New Zealand,Bangladesh,40,0,,Bangladesh,bat,Sohag Gazi
1124,Fatullah,Khan Shaheb Osman Ali Stadium,11/3/2013,male,ODI,,Bangladesh,New Zealand,Bangladesh,0,4,,Bangladesh,field,Shamsur Rahman
1125,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",11/10/2013,male,ODI,,Sri Lanka,New Zealand,No Result,0,0,,New Zealand,field,
1126,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",11/12/2013,male,ODI,,Sri Lanka,New Zealand,New Zealand,0,4,,Sri Lanka,bat,TWM Latham
1127,,Rangiri Dambulla International Stadium,11/16/2013,male,ODI,,Sri Lanka,New Zealand,Sri Lanka,36,0,,New Zealand,field,SMSM Senanayake
1128,Kochi,Nehru Stadium,11/21/2013,male,ODI,,India,West Indies,India,0,6,,West Indies,bat,V Kohli
1129,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,11/24/2013,male,ODI,,India,West Indies,West Indies,0,2,,West Indies,field,DJG Sammy
1130,Kanpur,Green Park,11/27/2013,male,ODI,,India,West Indies,India,0,5,,India,field,S Dhawan
1131,Aberdeen,Mannofield Park,5/9/2014,male,ODI,,Scotland,England,England,39,0,,Scotland,field,MA Leask
1132,Cape Town,Newlands,11/24/2013,male,ODI,,South Africa,Pakistan,Pakistan,23,0,,Pakistan,bat,Anwar Ali
1133,Port Elizabeth,St George's Park,11/27/2013,male,ODI,,South Africa,Pakistan,Pakistan,1,0,,South Africa,field,Ahmed Shehzad
1134,Centurion,SuperSport Park,11/30/2013,male,ODI,,South Africa,Pakistan,South Africa,0,4,,South Africa,field,VD Philander
1135,Mirpur,Shere Bangla National Stadium,2/17/2014,male,ODI,,Bangladesh,Sri Lanka,Sri Lanka,13,0,,Bangladesh,field,NLTC Perera
1136,Mirpur,Shere Bangla National Stadium,2/20/2014,male,ODI,,Bangladesh,Sri Lanka,Sri Lanka,61,0,,Sri Lanka,bat,KC Sangakkara
1137,Mirpur,Shere Bangla National Stadium,2/22/2014,male,ODI,,Bangladesh,Sri Lanka,Sri Lanka,0,6,,Sri Lanka,field,MDKJ Perera
1138,Christchurch,Hagley Oval,1/23/2014,male,ODI,,Canada,Scotland,Scotland,170,0,,Canada,field,CS MacLeod
1139,Lincoln,Bert Sutcliffe Oval,1/23/2014,male,ODI,,Kenya,Netherlands,Kenya,0,4,,Kenya,field,IA Karim
1140,Mount Maunganui,Bay Oval,1/28/2014,male,ODI,,Canada,Netherlands,Netherlands,0,8,,Canada,bat,MJG Rippon
1141,Christchurch,Hagley Oval,1/30/2014,male,ODI,,Kenya,Scotland,Scotland,0,3,,Kenya,bat,PL Mommsen
1142,Jamaica,"Sabina Park, Kingston",2/23/2014,male,ODI,,West Indies,Ireland,West Indies,0,4,,Ireland,bat,DJ Bravo
1143,Dublin,Clontarf Cricket Club Ground,5/6/2014,male,ODI,,Ireland,Sri Lanka,Sri Lanka,79,0,,Ireland,field,BAW Mendis
1144,Fatullah,Khan Shaheb Osman Ali Stadium,2/25/2014,male,ODI,,Pakistan,Sri Lanka,Sri Lanka,12,0,,Sri Lanka,bat,SL Malinga
1145,Fatullah,Khan Shaheb Osman Ali Stadium,2/26/2014,male,ODI,,Bangladesh,India,India,0,6,,India,field,V Kohli
1146,Fatullah,Khan Shaheb Osman Ali Stadium,2/27/2014,male,ODI,,Afghanistan,Pakistan,Pakistan,72,0,,Afghanistan,field,Umar Akmal
1147,Fatullah,Khan Shaheb Osman Ali Stadium,2/28/2014,male,ODI,,India,Sri Lanka,Sri Lanka,0,2,,Sri Lanka,field,KC Sangakkara
1148,Fatullah,Khan Shaheb Osman Ali Stadium,3/1/2014,male,ODI,,Bangladesh,Afghanistan,Afghanistan,32,0,,Bangladesh,field,Samiullah Shenwari
1149,Mirpur,Shere Bangla National Stadium,3/2/2014,male,ODI,,India,Pakistan,Pakistan,0,1,,Pakistan,field,Mohammad Hafeez
1150,Mirpur,Shere Bangla National Stadium,3/3/2014,male,ODI,,Afghanistan,Sri Lanka,Sri Lanka,129,0,,Sri Lanka,bat,KC Sangakkara
1151,Mirpur,Shere Bangla National Stadium,3/4/2014,male,ODI,,Bangladesh,Pakistan,Pakistan,0,3,,Bangladesh,bat,Shahid Afridi
1152,Mirpur,Shere Bangla National Stadium,3/5/2014,male,ODI,,Afghanistan,India,India,0,8,,India,field,RA Jadeja
1153,Mirpur,Shere Bangla National Stadium,3/6/2014,male,ODI,,Bangladesh,Sri Lanka,Sri Lanka,0,3,,Bangladesh,bat,AD Mathews
1154,Mirpur,Shere Bangla National Stadium,3/8/2014,male,ODI,,Pakistan,Sri Lanka,Sri Lanka,0,5,,Pakistan,bat,SL Malinga
1155,Durban,Kingsmead,1/16/2015,male,ODI,,South Africa,West Indies,South Africa,61,0,,South Africa,bat,AB de Villiers
1156,Johannesburg,New Wanderers Stadium,1/18/2015,male,ODI,,South Africa,West Indies,South Africa,148,0,,West Indies,field,AB de Villiers
1157,East London,Buffalo Park,1/21/2015,male,ODI,,South Africa,West Indies,South Africa,0,9,,West Indies,bat,VD Philander
1158,Port Elizabeth,St George's Park,1/25/2015,male,ODI,,South Africa,West Indies,West Indies,0,1,,West Indies,field,AD Russell
1159,Centurion,SuperSport Park,1/28/2015,male,ODI,,South Africa,West Indies,South Africa,131,0,,West Indies,field,RR Rossouw
1160,,Sharjah Cricket Stadium,10/7/2014,male,ODI,,Australia,Pakistan,Australia,93,0,,Australia,bat,SPD Smith
1161,,Dubai International Cricket Stadium,10/10/2014,male,ODI,,Australia,Pakistan,Australia,0,5,,Pakistan,bat,GJ Maxwell
1162,Abu Dhabi,Sheikh Zayed Stadium,10/12/2014,male,ODI,,Australia,Pakistan,Australia,1,0,,Australia,bat,GJ Maxwell
1163,Dublin,"The Village, Malahide",9/8/2014,male,ODI,,Ireland,Scotland,Ireland,0,7,,Ireland,field,
1164,Dublin,"The Village, Malahide",9/10/2014,male,ODI,,Ireland,Scotland,Ireland,0,3,,Ireland,field,
1165,Dublin,"The Village, Malahide",9/12/2014,male,ODI,,Ireland,Scotland,Scotland,0,8,,Scotland,field,
1166,Colombo,R Premadasa Stadium,7/6/2014,male,ODI,,Sri Lanka,South Africa,South Africa,75,0,,South Africa,bat,HM Amla
1167,,Pallekele International Cricket Stadium,7/9/2014,male,ODI,,Sri Lanka,South Africa,Sri Lanka,87,0,,Sri Lanka,bat,TM Dilshan
1168,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",7/12/2014,male,ODI,,Sri Lanka,South Africa,South Africa,82,0,,South Africa,bat,AB de Villiers
1169,Grenada,"National Cricket Stadium, St George's",8/20/2014,male,ODI,,West Indies,Bangladesh,West Indies,0,3,,West Indies,field,KA Pollard
1170,Grenada,"National Cricket Stadium, St George's",8/22/2014,male,ODI,,West Indies,Bangladesh,West Indies,177,0,,Bangladesh,field,SP Narine
1171,St Kitts,"Warner Park, Basseterre",8/25/2014,male,ODI,,West Indies,Bangladesh,West Indies,91,0,,West Indies,bat,D Ramdin
1172,Bulawayo,Queens Sports Club,8/17/2014,male,ODI,,Zimbabwe,South Africa,South Africa,93,0,,Zimbabwe,field,HM Amla
1173,Bulawayo,Queens Sports Club,8/19/2014,male,ODI,,Zimbabwe,South Africa,South Africa,61,0,,Zimbabwe,field,WD Parnell
1174,Bulawayo,Queens Sports Club,8/21/2014,male,ODI,,Zimbabwe,South Africa,South Africa,0,7,,South Africa,field,Q de Kock
1175,,Harare Sports Club,8/25/2014,male,ODI,,Zimbabwe,Australia,Australia,198,0,,Zimbabwe,field,MR Marsh
1176,,Harare Sports Club,8/27/2014,male,ODI,,Australia,South Africa,South Africa,0,7,,South Africa,field,AB de Villiers
1177,,Harare Sports Club,8/29/2014,male,ODI,,Zimbabwe,South Africa,South Africa,61,0,,Zimbabwe,field,P Utseya
1178,,Harare Sports Club,8/31/2014,male,ODI,,Zimbabwe,Australia,Zimbabwe,0,3,,Australia,bat,E Chigumbura
1179,,Harare Sports Club,9/2/2014,male,ODI,,Australia,South Africa,Australia,62,0,,South Africa,field,MR Marsh
1180,,Harare Sports Club,9/4/2014,male,ODI,,Zimbabwe,South Africa,South Africa,63,0,,Zimbabwe,field,F du Plessis
1181,,Harare Sports Club,9/6/2014,male,ODI,,Australia,South Africa,South Africa,0,6,,South Africa,field,DW Steyn
1182,Kuala Lumpur,Kinrara Academy Oval,5/2/2014,male,ODI,,Afghanistan,United Arab Emirates,Afghanistan,70,0,,United Arab Emirates,field,Mohammad Nabi
1183,Kuala Lumpur,Kinrara Academy Oval,5/4/2014,male,ODI,,Hong Kong,United Arab Emirates,United Arab Emirates,0,2,,United Arab Emirates,field,Mohammad Shahzad (2)
1184,,Dubai International Cricket Stadium,12/8/2014,male,ODI,,New Zealand,Pakistan,Pakistan,0,3,,Pakistan,field,Haris Sohail
1185,,Sharjah Cricket Stadium,12/12/2014,male,ODI,,New Zealand,Pakistan,New Zealand,0,4,,Pakistan,bat,KS Williamson
1186,,Sharjah Cricket Stadium,12/14/2014,male,ODI,,New Zealand,Pakistan,Pakistan,147,0,,Pakistan,bat,Ahmed Shehzad
1187,Abu Dhabi,Sheikh Zayed Stadium,12/17/2014,male,ODI,,New Zealand,Pakistan,New Zealand,7,0,,New Zealand,bat,KS Williamson
1188,Abu Dhabi,Sheikh Zayed Stadium,12/19/2014,male,ODI,,New Zealand,Pakistan,New Zealand,68,0,,New Zealand,bat,MJ Henry
1189,Birmingham,Edgbaston,6/9/2015,male,ODI,,England,New Zealand,England,210,0,,New Zealand,field,JC Buttler
1190,London,Kennington Oval,6/12/2015,male,ODI,,England,New Zealand,New Zealand,13,0,,New Zealand,bat,LRPL Taylor
1191,Southampton,The Rose Bowl,6/14/2015,male,ODI,,England,New Zealand,New Zealand,0,3,,England,bat,KS Williamson
1192,Nottingham,Trent Bridge,6/17/2015,male,ODI,,England,New Zealand,England,0,7,,New Zealand,bat,EJG Morgan
1193,Chester-le-Street,Riverside Ground,6/20/2015,male,ODI,,England,New Zealand,England,0,3,,England,field,JM Bairstow
1194,Belfast,"Civil Service Cricket Club, Stormont",8/27/2015,male,ODI,,Ireland,Australia,Australia,23,0,,Australia,bat,DA Warner
1195,Southampton,The Rose Bowl,9/3/2015,male,ODI,,England,Australia,Australia,59,0,,Australia,bat,MS Wade
1196,London,Lord's,9/5/2015,male,ODI,,England,Australia,Australia,64,0,,England,field,MR Marsh
1197,Manchester,Old Trafford,9/8/2015,male,ODI,,England,Australia,England,93,0,,England,bat,JWA Taylor
1198,Leeds,Headingley,9/11/2015,male,ODI,,England,Australia,England,0,3,,Australia,bat,EJG Morgan
1199,Manchester,Old Trafford,9/13/2015,male,ODI,,England,Australia,Australia,0,8,,England,bat,MR Marsh
1200,Mirpur,Shere Bangla National Stadium,6/15/2014,male,ODI,,Bangladesh,India,India,0,7,,Bangladesh,bat,AM Rahane
1201,Mirpur,Shere Bangla National Stadium,6/17/2014,male,ODI,,Bangladesh,India,India,47,0,,Bangladesh,field,STR Binny
1202,Mirpur,Shere Bangla National Stadium,6/19/2014,male,ODI,,Bangladesh,India,No Result,0,0,,India,bat,
1203,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",8/23/2014,male,ODI,,Sri Lanka,Pakistan,Pakistan,0,4,,Pakistan,field,Sohaib Maqsood
1204,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",8/26/2014,male,ODI,,Sri Lanka,Pakistan,Sri Lanka,77,0,,Sri Lanka,bat,NLTC Perera
1205,,Rangiri Dambulla International Stadium,8/30/2014,male,ODI,,Sri Lanka,Pakistan,Sri Lanka,0,7,,Pakistan,bat,NLTC Perera
1206,Mount Maunganui,Bay Oval,10/21/2014,male,ODI,,New Zealand,South Africa,South Africa,0,6,,South Africa,field,AB de Villiers
1207,Mount Maunganui,Bay Oval,10/24/2014,male,ODI,,New Zealand,South Africa,South Africa,72,0,,New Zealand,field,HM Amla
1208,Hamilton,Seddon Park,10/27/2014,male,ODI,,New Zealand,South Africa,No Result,0,0,,New Zealand,field,
1209,Christchurch,Hagley Oval,1/11/2015,male,ODI,,New Zealand,Sri Lanka,New Zealand,0,3,,Sri Lanka,bat,CJ Anderson
1210,Hamilton,Seddon Park,1/15/2015,male,ODI,,New Zealand,Sri Lanka,Sri Lanka,0,6,,New Zealand,bat,TM Dilshan
1211,Auckland,Eden Park,1/17/2015,male,ODI,,New Zealand,Sri Lanka,No Result,0,0,,Sri Lanka,field,
1212,Nelson,Saxton Oval,1/20/2015,male,ODI,,New Zealand,Sri Lanka,New Zealand,0,4,,Sri Lanka,bat,KS Williamson
1213,Dunedin,University Oval,1/23/2015,male,ODI,,New Zealand,Sri Lanka,New Zealand,108,0,,Sri Lanka,field,GD Elliott
1214,Dunedin,University Oval,1/25/2015,male,ODI,,New Zealand,Sri Lanka,New Zealand,120,0,,New Zealand,bat,CJ Anderson
1215,Wellington,Westpac Stadium,1/29/2015,male,ODI,,New Zealand,Sri Lanka,Sri Lanka,34,0,,Sri Lanka,bat,KC Sangakkara
1216,Wellington,Westpac Stadium,1/31/2015,male,ODI,,New Zealand,Pakistan,New Zealand,0,7,,New Zealand,field,GD Elliott
1217,Napier,McLean Park,2/3/2015,male,ODI,,New Zealand,Pakistan,New Zealand,119,0,,New Zealand,bat,KS Williamson
1218,Colombo,R Premadasa Stadium,11/26/2014,male,ODI,,Sri Lanka,England,Sri Lanka,25,0,,England,field,TM Dilshan
1219,Colombo,R Premadasa Stadium,11/29/2014,male,ODI,,Sri Lanka,England,Sri Lanka,0,8,,England,bat,DPMD Jayawardene
1220,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",12/3/2014,male,ODI,,Sri Lanka,England,England,0,5,,Sri Lanka,bat,JC Buttler
1221,Colombo,R Premadasa Stadium,12/7/2014,male,ODI,,Sri Lanka,England,Sri Lanka,0,6,,England,bat,KC Sangakkara
1222,,Pallekele International Cricket Stadium,12/10/2014,male,ODI,,Sri Lanka,England,England,0,5,,England,field,JE Root
1223,,Pallekele International Cricket Stadium,12/13/2014,male,ODI,,Sri Lanka,England,Sri Lanka,90,0,,Sri Lanka,bat,KC Sangakkara
1224,Colombo,R Premadasa Stadium,12/16/2014,male,ODI,,Sri Lanka,England,Sri Lanka,87,0,,Sri Lanka,bat,TM Dilshan
1225,Perth,Western Australia Cricket Association Ground,11/14/2014,male,ODI,,Australia,South Africa,Australia,32,0,,South Africa,field,NM Coulter-Nile
